snapshot_id,collect_date,mode,mode_cn,character_slug,character_name_en,character_name_cn,usage_value,source_file,note
4.0.1,2026-02-22,moc,混沌回忆,acheron,Acheron,黄泉,2.8,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,acheron,Acheron,黄泉,3.53,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,acheron,Acheron,黄泉,2.38,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,aglaea,Aglaea,阿格莱雅,3.08,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,aglaea,Aglaea,阿格莱雅,1.86,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,aglaea,Aglaea,阿格莱雅,2.19,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,archer,Archer,Archer,11.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,archer,Archer,Archer,3.47,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,archer,Archer,Archer,2.16,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,arlan,Arlan,阿兰,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,arlan,Arlan,阿兰,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,arlan,Arlan,阿兰,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,asta,Asta,艾丝妲,0.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,asta,Asta,艾丝妲,0.04,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,asta,Asta,艾丝妲,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,aventurine,Aventurine,砂金,5.13,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,aventurine,Aventurine,砂金,4.91,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,aventurine,Aventurine,砂金,4.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,bailu,Bailu,白露,0.14,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,bailu,Bailu,白露,0.13,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,bailu,Bailu,白露,0.13,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,black-swan,Black Swan,黑天鹅,11.7,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,black-swan,Black Swan,黑天鹅,17.8,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,black-swan,Black Swan,黑天鹅,10.8,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,boothill,Boothill,波提欧,0.87,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,boothill,Boothill,波提欧,0.11,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,boothill,Boothill,波提欧,2.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,bronya,Bronya,布洛妮娅,10.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,bronya,Bronya,布洛妮娅,5.62,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,bronya,Bronya,布洛妮娅,7.66,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,castorice,Castorice,遐蝶,55.61,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,castorice,Castorice,遐蝶,58.78,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,castorice,Castorice,遐蝶,61.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,cerydra,Cerydra,刻律德菈,21.77,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,cerydra,Cerydra,刻律德菈,15.66,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,cerydra,Cerydra,刻律德菈,18.2,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,cipher,Cipher,赛飞儿,4.91,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,cipher,Cipher,赛飞儿,2.08,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,cipher,Cipher,赛飞儿,1.89,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,clara,Clara,克拉拉,0.25,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,clara,Clara,克拉拉,0.23,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,clara,Clara,克拉拉,0.03,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,cyrene,Cyrene,昔涟,39.56,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,cyrene,Cyrene,昔涟,53.87,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,cyrene,Cyrene,昔涟,54.67,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,dan-heng,Dan Heng,丹恒,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,dan-heng,Dan Heng,丹恒,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,dan-heng,Dan Heng,丹恒,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,dan-heng-permansor-terrae,Dan Heng • Permansor Terrae,丹恒•腾荒,59.3,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,dan-heng-permansor-terrae,Dan Heng • Permansor Terrae,丹恒•腾荒,51.17,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,dan-heng-permansor-terrae,Dan Heng • Permansor Terrae,丹恒•腾荒,41.91,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,dr-ratio,Dr. Ratio,真理医生,0.09,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,dr-ratio,Dr. Ratio,真理医生,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,dr-ratio,Dr. Ratio,真理医生,0.05,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,feixiao,Feixiao,飞霄,1.63,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,feixiao,Feixiao,飞霄,0.14,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,feixiao,Feixiao,飞霄,1.57,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,firefly,Firefly,流萤,17.72,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,firefly,Firefly,流萤,21.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,firefly,Firefly,流萤,30.61,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,fu-xuan,Fu Xuan,符玄,0.92,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,fu-xuan,Fu Xuan,符玄,1.03,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,fu-xuan,Fu Xuan,符玄,0.55,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,gallagher,Gallagher,加拉赫,7.14,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,gallagher,Gallagher,加拉赫,8.36,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,gallagher,Gallagher,加拉赫,11.45,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,gepard,Gepard,杰帕德,0.03,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,gepard,Gepard,杰帕德,0.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,gepard,Gepard,杰帕德,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,guinaifen,Guinaifen,桂乃芬,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,guinaifen,Guinaifen,桂乃芬,0.13,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,guinaifen,Guinaifen,桂乃芬,0.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,hanya,Hanya,寒鸦,0.05,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,hanya,Hanya,寒鸦,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,hanya,Hanya,寒鸦,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,herta,Herta,黑塔,1.38,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,herta,Herta,黑塔,11.08,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,herta,Herta,黑塔,2.82,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,himeko,Himeko,姬子,0.06,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,himeko,Himeko,姬子,2.41,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,himeko,Himeko,姬子,0.21,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,hook,Hook,虎克,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,hook,Hook,虎克,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,hook,Hook,虎克,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,huohuo,Huohuo,藿藿,6.17,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,huohuo,Huohuo,藿藿,8.62,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,huohuo,Huohuo,藿藿,6.79,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,hyacine,Hyacine,风堇,58.45,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,hyacine,Hyacine,风堇,67.22,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,hyacine,Hyacine,风堇,68.13,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,hysilens,Hysilens,海瑟音,15.73,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,hysilens,Hysilens,海瑟音,20.48,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,hysilens,Hysilens,海瑟音,13.3,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,imbibitor-lunae,Dan Heng • Imbibitor Lunae,丹恒•饮月,0.09,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,imbibitor-lunae,Dan Heng • Imbibitor Lunae,丹恒•饮月,0.13,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,imbibitor-lunae,Dan Heng • Imbibitor Lunae,丹恒•饮月,0.21,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,jade,Jade,翡翠,1.22,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,jade,Jade,翡翠,5.1,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,jade,Jade,翡翠,2.52,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,jiaoqiu,Jiaoqiu,椒丘,1.54,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,jiaoqiu,Jiaoqiu,椒丘,2.8,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,jiaoqiu,Jiaoqiu,椒丘,1.49,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,jing-yuan,Jing Yuan,景元,0.36,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,jing-yuan,Jing Yuan,景元,0.45,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,jing-yuan,Jing Yuan,景元,0.38,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,jingliu,Jingliu,镜流,0.14,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,jingliu,Jingliu,镜流,0.17,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,jingliu,Jingliu,镜流,0.18,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,kafka,Kafka,卡芙卡,15.77,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,kafka,Kafka,卡芙卡,22.5,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,kafka,Kafka,卡芙卡,13.63,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,lingsha,Lingsha,灵砂,12.05,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,lingsha,Lingsha,灵砂,20.13,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,lingsha,Lingsha,灵砂,21.1,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,luka,Luka,卢卡,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,luka,Luka,卢卡,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,luka,Luka,卢卡,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,luocha,Luocha,罗刹,3.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,luocha,Luocha,罗刹,2.42,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,luocha,Luocha,罗刹,3.47,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,lynx,Lynx,玲可,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,lynx,Lynx,玲可,0.03,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,lynx,Lynx,玲可,0.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,march-7th,March 7th,三月七 - 存护,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,march-7th,March 7th,三月七 - 存护,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,march-7th,March 7th,三月七 - 存护,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,march-7th-swordmaster,March 7th: The Hunt,三月七•巡猎,0.18,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,march-7th-swordmaster,March 7th: The Hunt,三月七•巡猎,0.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,march-7th-swordmaster,March 7th: The Hunt,三月七•巡猎,0.66,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,misha,Misha,米沙,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,misha,Misha,米沙,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,misha,Misha,米沙,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,moze,Moze,貊泽,0.07,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,moze,Moze,貊泽,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,moze,Moze,貊泽,0.05,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,mydei,Mydei,万敌,1.71,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,mydei,Mydei,万敌,1.97,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,mydei,Mydei,万敌,2.92,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,natasha,Natasha,娜塔莎,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,natasha,Natasha,娜塔莎,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,natasha,Natasha,娜塔莎,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,pela,Pela,佩拉,0.13,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,pela,Pela,佩拉,0.23,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,pela,Pela,佩拉,0.16,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,phainon,Phainon,白厄,31.9,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,phainon,Phainon,白厄,20.51,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,phainon,Phainon,白厄,23.3,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,qingque,Qingque,青雀,0.03,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,qingque,Qingque,青雀,0.04,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,qingque,Qingque,青雀,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,rappa,Rappa,乱破,0.65,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,rappa,Rappa,乱破,2.56,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,rappa,Rappa,乱破,3.86,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,robin,Robin,知更鸟,10.04,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,robin,Robin,知更鸟,7.66,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,robin,Robin,知更鸟,7.97,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,ruan-mei,Ruan Mei,阮•梅,12.46,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,ruan-mei,Ruan Mei,阮•梅,15.19,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,ruan-mei,Ruan Mei,阮•梅,25.65,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,saber,Saber,Saber,2.7,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,saber,Saber,Saber,1.42,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,saber,Saber,Saber,4.09,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,sampo,Sampo,桑博,0.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,sampo,Sampo,桑博,0.08,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,sampo,Sampo,桑博,0.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,seele,Seele,希儿,0.02,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,seele,Seele,希儿,0.03,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,seele,Seele,希儿,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,serval,Serval,希露瓦,0.33,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,serval,Serval,希露瓦,0.32,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,serval,Serval,希露瓦,0.58,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,silver-wolf,Silver Wolf,银狼,4.63,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,silver-wolf,Silver Wolf,银狼,1.34,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,silver-wolf,Silver Wolf,银狼,2.98,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,anaxa,Anaxa,那刻夏,5.71,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,anaxa,Anaxa,那刻夏,4.25,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,anaxa,Anaxa,那刻夏,6.94,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,argenti,Argenti,银枝,0.01,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,argenti,Argenti,银枝,0.32,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,argenti,Argenti,银枝,0.03,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,blade,Blade,刃,0.21,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,blade,Blade,刃,0.24,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,blade,Blade,刃,0.37,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,march-7th-evernight,Evernight,长夜月,3.4,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,march-7th-evernight,Evernight,长夜月,5.96,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,march-7th-evernight,Evernight,长夜月,5.19,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,sparkle,Sparkle,花火,12.98,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,sparkle,Sparkle,花火,7.48,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,sparkle,Sparkle,花火,4.23,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,sunday,Sunday,星期日,36.17,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,sunday,Sunday,星期日,24.0,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,sunday,Sunday,星期日,30.03,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,anaxa,Anaxa,那刻夏,5.55,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,anaxa,Anaxa,那刻夏,8.91,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,anaxa,Anaxa,那刻夏,8.61,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,moc,混沌回忆,argenti,Argenti,银枝,0.09,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,pf,虚构叙事,argenti,Argenti,银枝,0.34,4.0.1/histograph.json,trend auxiliary; not a full character usage table
4.0.1,2026-02-22,as,末日幻影,argenti,Argenti,银枝,0.27,4.0.1/histograph.json,trend auxiliary; not a full character usage table
