tier_snapshot_id,fetched_at,tier_updated_at,tier_updated_date,tier_mode,tier_mode_cn,character_slug,character_name_en,character_name_cn,prydwen_category,prydwen_role,role_group,role_group_cn,tier,rating,tags,marks,is_new,element,element_cn,style,style_cn,faction,rarity,icon_url,source_url,collect_date,phase_ver,phase_name,app_rate,avg_score,quality_flag
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-03-10,2.6.3,式舆防卫 2.6.3,0.05,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-03-31,2.6.4,式舆防卫 2.6.4,0.02,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-04-21,2.7.2,式舆防卫 2.7.2,0.05,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-05-11,2.7.3,式舆防卫 2.7.3,0.04,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-06-02,2.8.2,式舆防卫 2.8.2,0.1,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-06-15,2.8.3,式舆防卫 2.8.3,0.02,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-06-21,2.8.3,式舆防卫 2.8.3,0.02,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,da,危局强袭,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-02-17,2.6.1,危局强袭 2.6.1,0.03,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,da,危局强袭,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-03-10,2.6.2,危局强袭 2.6.2,0.05,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,da,危局强袭,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-03-31,2.7.1,危局强袭 2.7.1,0.03,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,da,危局强袭,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-04-21,2.7.2,危局强袭 2.7.2,0.05,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,da,危局强袭,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-05-11,2.8.1,危局强袭 2.8.1,0.06,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,da,危局强袭,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-06-02,2.8.2,危局强袭 2.8.2,0.1,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,da,危局强袭,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-06-15,2.8.3,危局强袭 2.8.3,0.08,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,da,危局强袭,anby-demara,Anby Demara,安比·德玛拉,Support,辅助,support,辅助,T3,6,,,,Electric,电,Stun,击破,Cunning Hares,A,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara.webp,https://www.prydwen.gg/zenless/tier-list,2026-06-21,3.0.1,危局强袭 3.0.1,0.04,0,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara-soldier-0,Soldier 0 - Anby,零号·安比,CritDPS,直伤主C,crit_dps,直伤主C,T1,9,,down,,Electric,电,Attack,强攻,Unknown Faction,S,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara-soldier-0.webp,https://www.prydwen.gg/zenless/tier-list,2026-02-17,2.6.1,式舆防卫 2.6.1,31.32,34395,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara-soldier-0,Soldier 0 - Anby,零号·安比,CritDPS,直伤主C,crit_dps,直伤主C,T1,9,,down,,Electric,电,Attack,强攻,Unknown Faction,S,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara-soldier-0.webp,https://www.prydwen.gg/zenless/tier-list,2026-03-10,2.6.3,式舆防卫 2.6.3,24.71,30692,ok
20260617,2026-07-05T12:48:56,17/June/2026,2026-06-17,sd,式舆防卫,anby-demara-soldier-0,Soldier 0 - Anby,零号·安比,CritDPS,直伤主C,crit_dps,直伤主C,T1,9,,down,,Electric,电,Attack,强攻,Unknown Faction,S,https://cdn.prydwen.gg/images/zenless-zone-zero/characters/anby-demara-soldier-0.webp,https://www.prydwen.gg/zenless/tier-list,2026-03-31,2.6.4,式舆防卫 2.6.4,2.67,28147,ok
