team_signature,team_slugs,team_cn,confidence,record_count,snapshot_count,phase_count,mode_count,scope_count,boss_count,source_kind_count,max_app_rate,median_app_rate,best_rank,best_score,non_sentinel_score_count,sentinel_score_count,modes,phase_versions,scopes,source_kinds,evidence_comment,risk_comment
dialyn|lucia|yidhari,"dialyn, lucia, yidhari",琉音 / 卢西娅 / 伊德海莉·墨菲,B,47,8,15,2,7,6,1,3.2,0.26,5,34013,47,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=47；phase_count=15；mode_count=2；boss_count=6；max_app_rate=3.2；median_app_rate=0.26,有重复记录，可作普通证据
banyue|dialyn|lucia,"banyue, dialyn, lucia",般岳 / 琉音 / 卢西娅,B,47,8,15,2,7,6,1,3.1,0.58,6,34651,47,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=47；phase_count=15；mode_count=2；boss_count=6；max_app_rate=3.1；median_app_rate=0.58,有重复记录，可作普通证据
miyabi|ukinami-yuzuha|velina,"miyabi, ukinami-yuzuha, velina",星见 雅 / 浮波柚叶 / 维琳娜·艾嘉德,B,6,1,2,2,5,4,1,2.87,1.31,8,33537,5,1,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 5-1_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=2；mode_count=2；boss_count=4；max_app_rate=2.87；median_app_rate=1.31,包含 1 条 sentinel/missing 分数
ju-fufu|lucia|yidhari,"ju-fufu, lucia, yidhari",橘福福 / 卢西娅 / 伊德海莉·墨菲,B,41,8,15,2,7,6,1,2.8,0.25,5,32090,39,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=41；phase_count=15；mode_count=2；boss_count=6；max_app_rate=2.8；median_app_rate=0.25,包含 2 条 sentinel/missing 分数
aria|lycaon|sunna,"aria, lycaon, sunna",爱芮 / 冯·莱卡恩 / 千夏,B,31,7,13,2,7,6,1,2.8,0.2,8,31990,30,1,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=31；phase_count=13；mode_count=2；boss_count=6；max_app_rate=2.8；median_app_rate=0.2,包含 1 条 sentinel/missing 分数
lucia|trigger|yixuan,"lucia, trigger, yixuan",卢西娅 / 「扳机」 / 仪玄,B,53,8,15,2,7,6,1,2.75,0.68,5,33173,52,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=53；phase_count=15；mode_count=2；boss_count=6；max_app_rate=2.75；median_app_rate=0.68,包含 1 条 sentinel/missing 分数
billy-starlight|ju-fufu|lucia,"billy-starlight, ju-fufu, lucia",星徽·比利 / 橘福福 / 卢西娅,B,18,3,5,2,7,6,1,2.67,0.745,7,31988,17,1,"da, sd","da:2.8.2, da:2.8.3, da:3.0.1, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=18；phase_count=5；mode_count=2；boss_count=6；max_app_rate=2.67；median_app_rate=0.745,包含 1 条 sentinel/missing 分数
alice|miyabi|ukinami-yuzuha,"alice, miyabi, ukinami-yuzuha",爱丽丝·泰姆菲尔德 / 星见 雅 / 浮波柚叶,B,46,8,15,2,7,6,1,2.62,0.255,8,33761,42,4,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=46；phase_count=15；mode_count=2；boss_count=6；max_app_rate=2.62；median_app_rate=0.255,包含 4 条 sentinel/missing 分数
astra-yao|burnice|miyabi,"astra-yao, burnice, miyabi",耀嘉音 / 柏妮思·怀特 / 星见 雅,B,45,8,15,2,7,6,1,2.53,0.27,6,32977,43,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=45；phase_count=15；mode_count=2；boss_count=6；max_app_rate=2.53；median_app_rate=0.27,包含 2 条 sentinel/missing 分数
anby-demara-soldier-0|astra-yao|seed,"anby-demara-soldier-0, astra-yao, seed",零号·安比 / 耀嘉音 / 「席德」,B,34,8,15,2,7,6,1,2.43,0.955,8,34911,33,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=34；phase_count=15；mode_count=2；boss_count=6；max_app_rate=2.43；median_app_rate=0.955,包含 1 条 sentinel/missing 分数
trigger|ye-shunguang|zhao,"trigger, ye-shunguang, zhao",「扳机」 / 叶瞬光 / 照,B,50,8,15,2,7,6,1,2.34,0.995,5,34864,50,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=50；phase_count=15；mode_count=2；boss_count=6；max_app_rate=2.34；median_app_rate=0.995,有重复记录，可作普通证据
lycaon|miyabi|soukaku,"lycaon, miyabi, soukaku",冯·莱卡恩 / 星见 雅 / 苍角,B,39,8,15,2,7,6,1,2.19,0.26,9,27440,39,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=39；phase_count=15；mode_count=2；boss_count=6；max_app_rate=2.19；median_app_rate=0.26,有重复记录，可作普通证据
alice|burnice|ukinami-yuzuha,"alice, burnice, ukinami-yuzuha",爱丽丝·泰姆菲尔德 / 柏妮思·怀特 / 浮波柚叶,B,41,8,13,2,7,6,1,2.06,0.12,10,31343,39,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=41；phase_count=13；mode_count=2；boss_count=6；max_app_rate=2.06；median_app_rate=0.12,包含 2 条 sentinel/missing 分数
astra-yao|lucia|yixuan,"astra-yao, lucia, yixuan",耀嘉音 / 卢西娅 / 仪玄,B,52,8,15,2,7,6,1,2.01,0.725,6,33658,52,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=52；phase_count=15；mode_count=2；boss_count=6；max_app_rate=2.01；median_app_rate=0.725,有重复记录，可作普通证据
ju-fufu|ye-shunguang|zhao,"ju-fufu, ye-shunguang, zhao",橘福福 / 叶瞬光 / 照,B,52,8,15,2,7,6,1,1.96,0.565,6,34537,51,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=52；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.96；median_app_rate=0.565,包含 1 条 sentinel/missing 分数
alice|jane-doe|ukinami-yuzuha,"alice, jane-doe, ukinami-yuzuha",爱丽丝·泰姆菲尔德 / 简·杜 / 浮波柚叶,B,50,8,15,2,7,6,1,1.96,0.38,7,31340,44,6,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=50；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.96；median_app_rate=0.38,包含 6 条 sentinel/missing 分数
astra-yao|evelyn|ju-fufu,"astra-yao, evelyn, ju-fufu",耀嘉音 / 伊芙琳·舒瓦利耶 / 橘福福,B,35,8,15,2,7,6,1,1.96,0.08,7,33431,31,4,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=35；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.96；median_app_rate=0.08,包含 4 条 sentinel/missing 分数
alice|ukinami-yuzuha|yanagi,"alice, ukinami-yuzuha, yanagi",爱丽丝·泰姆菲尔德 / 浮波柚叶 / 月城 柳,B,42,8,15,2,7,6,1,1.95,0.09,10,31404,42,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=42；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.95；median_app_rate=0.09,有重复记录，可作普通证据
dialyn|pan-yinhu|yixuan,"dialyn, pan-yinhu, yixuan",琉音 / 潘引壶 / 仪玄,B,50,8,15,2,7,6,1,1.89,0.225,7,29344,48,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=50；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.89；median_app_rate=0.225,包含 2 条 sentinel/missing 分数
anby-demara-soldier-0|astra-yao|orphie-and-magus,"anby-demara-soldier-0, astra-yao, orphie-and-magus",零号·安比 / 耀嘉音 / 奥菲丝·马格努森 & 「鬼火」,B,43,8,15,2,7,6,1,1.78,0.14,10,35651,42,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=43；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.78；median_app_rate=0.14,包含 1 条 sentinel/missing 分数
astra-yao|dialyn|pyrois,"astra-yao, dialyn, pyrois",耀嘉音 / 琉音 / Pyrois,B,7,1,2,2,6,5,1,1.71,0.03,10,22855,3,4,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=2；mode_count=2；boss_count=5；max_app_rate=1.71；median_app_rate=0.03,包含 4 条 sentinel/missing 分数
astra-yao|orphie-and-magus|seed,"astra-yao, orphie-and-magus, seed",耀嘉音 / 奥菲丝·马格努森 & 「鬼火」 / 「席德」,B,34,7,13,2,7,6,1,1.66,0.335,12,36475,34,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=34；phase_count=13；mode_count=2；boss_count=6；max_app_rate=1.66；median_app_rate=0.335,有重复记录，可作普通证据
hugo|lighter|lycaon,"hugo, lighter, lycaon",雨果·维拉德 / 莱特 / 冯·莱卡恩,B,52,8,15,2,7,6,1,1.65,0.13,11,28894,43,9,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=52；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.65；median_app_rate=0.13,包含 9 条 sentinel/missing 分数
astra-yao|dialyn|yixuan,"astra-yao, dialyn, yixuan",耀嘉音 / 琉音 / 仪玄,B,51,8,15,2,7,6,1,1.62,0.34,9,30629,50,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=51；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.62；median_app_rate=0.34,包含 1 条 sentinel/missing 分数
astra-yao|cissia|trigger,"astra-yao, cissia, trigger",耀嘉音 / 希希芙 / 「扳机」,B,24,5,9,2,7,6,1,1.61,0.38,12,34342,23,1,"da, sd","da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=24；phase_count=9；mode_count=2；boss_count=6；max_app_rate=1.61；median_app_rate=0.38,包含 1 条 sentinel/missing 分数
astra-yao|ju-fufu|pyrois,"astra-yao, ju-fufu, pyrois",耀嘉音 / 橘福福 / Pyrois,B,4,1,2,2,3,2,1,1.61,0.74,12,23101,2,2,"da, sd","da:3.0.1, sd:2.8.3","1-2_combined.json, 1-3_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=1.61；median_app_rate=0.74,包含 2 条 sentinel/missing 分数
miyabi|nangong-yu|sunna,"miyabi, nangong-yu, sunna",星见 雅 / 南宫羽 / 千夏,B,38,6,11,2,7,6,1,1.59,0.2,12,34822,37,1,"da, sd","da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=38；phase_count=11；mode_count=2；boss_count=6；max_app_rate=1.59；median_app_rate=0.2,包含 1 条 sentinel/missing 分数
caesar|ye-shunguang|zhao,"caesar, ye-shunguang, zhao",凯撒·金 / 叶瞬光 / 照,B,51,8,15,2,7,6,1,1.56,0.39,5,33377,48,3,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=51；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.56；median_app_rate=0.39,包含 3 条 sentinel/missing 分数
astra-yao|miyabi|nicole-demara,"astra-yao, miyabi, nicole-demara",耀嘉音 / 星见 雅 / 妮可·德玛拉,B,48,8,15,2,7,6,1,1.52,0.385,12,31781,44,4,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=48；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.52；median_app_rate=0.385,包含 4 条 sentinel/missing 分数
lucia|qingyi|yixuan,"lucia, qingyi, yixuan",卢西娅 / 青衣 / 仪玄,B,48,8,15,2,7,6,1,1.5,0.235,7,33528,46,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=48；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.5；median_app_rate=0.235,包含 2 条 sentinel/missing 分数
nicole-demara|ye-shunguang|zhao,"nicole-demara, ye-shunguang, zhao",妮可·德玛拉 / 叶瞬光 / 照,B,51,8,15,2,7,6,1,1.47,0.29,7,32119,50,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=51；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.47；median_app_rate=0.29,包含 1 条 sentinel/missing 分数
astra-yao|evelyn|koleda,"astra-yao, evelyn, koleda",耀嘉音 / 伊芙琳·舒瓦利耶 / 珂蕾妲·贝洛伯格,B,26,8,12,2,7,6,1,1.32,0.03,10,28592,16,10,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=26；phase_count=12；mode_count=2；boss_count=6；max_app_rate=1.32；median_app_rate=0.03,包含 10 条 sentinel/missing 分数
burnice|ukinami-yuzuha|yanagi,"burnice, ukinami-yuzuha, yanagi",柏妮思·怀特 / 浮波柚叶 / 月城 柳,B,36,8,14,2,7,6,1,1.29,0.055,15,32709,31,5,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=36；phase_count=14；mode_count=2；boss_count=6；max_app_rate=1.29；median_app_rate=0.055,包含 5 条 sentinel/missing 分数
jane-doe|nangong-yu|ukinami-yuzuha,"jane-doe, nangong-yu, ukinami-yuzuha",简·杜 / 南宫羽 / 浮波柚叶,B,27,6,10,2,6,5,1,1.29,0.15,14,34460,27,0,"da, sd","da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=27；phase_count=10；mode_count=2；boss_count=5；max_app_rate=1.29；median_app_rate=0.15,有重复记录，可作普通证据
astra-yao|ju-fufu|yixuan,"astra-yao, ju-fufu, yixuan",耀嘉音 / 橘福福 / 仪玄,B,49,8,15,2,7,6,1,1.25,0.23,9,32509,47,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=49；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.25；median_app_rate=0.23,包含 2 条 sentinel/missing 分数
astra-yao|lighter|soldier-11,"astra-yao, lighter, soldier-11",耀嘉音 / 莱特 / 「11号」,B,50,8,15,2,7,6,1,1.21,0.155,11,32735,49,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=50；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.21；median_app_rate=0.155,包含 1 条 sentinel/missing 分数
astra-yao|promeia|vivian,"astra-yao, promeia, vivian",耀嘉音 / 普罗米娅 / 薇薇安·班希,B,17,4,7,2,7,6,1,1.21,0.27,11,32420,17,0,"da, sd","da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=17；phase_count=7；mode_count=2；boss_count=6；max_app_rate=1.21；median_app_rate=0.27,有重复记录，可作普通证据
burnice|ukinami-yuzuha|vivian,"burnice, ukinami-yuzuha, vivian",柏妮思·怀特 / 浮波柚叶 / 薇薇安·班希,B,46,8,15,2,7,6,1,1.2,0.085,12,33414,37,9,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=46；phase_count=15；mode_count=2；boss_count=6；max_app_rate=1.2；median_app_rate=0.085,包含 9 条 sentinel/missing 分数
ukinami-yuzuha|velina|vivian,"ukinami-yuzuha, velina, vivian",浮波柚叶 / 维琳娜·艾嘉德 / 薇薇安·班希,B,4,1,2,2,3,2,1,1.17,0.53,13,31953,4,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=1.17；median_app_rate=0.53,有重复记录，可作普通证据
nangong-yu|ukinami-yuzuha|vivian,"nangong-yu, ukinami-yuzuha, vivian",南宫羽 / 浮波柚叶 / 薇薇安·班希,B,19,5,10,2,6,5,1,1.16,0.07,15,32123,19,0,"da, sd","da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=19；phase_count=10；mode_count=2；boss_count=5；max_app_rate=1.16；median_app_rate=0.07,有重复记录，可作普通证据
