snapshot_id,collect_date,mode,mode_cn,sub_mode,sub_mode_cn,phase_ver,phase_name,scope,rank,char_1_slug,char_2_slug,char_3_slug,bangboo_slug,char_1_name_cn,char_2_name_cn,char_3_name_cn,bangboo_name_cn,app_rate,avg_score,avg_score_m1,source_kind,source_file,source_url,raw_index,raw_json
3.0.1,2026-06-21,da,危局强袭,1-3,1 / 3,3.0.1,危局强袭 3.0.1,1-3_combined.json,7,yixuan,ju-fufu,lucia,belion,仪玄,橘福福,卢西娅,狮耶,2.0,27668,36216,hf_comps,3.0.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/3.0.1/da/comps/1-3_combined.json,7,"{""char_one"":""yixuan"",""char_two"":""ju-fufu"",""char_three"":""lucia"",""bangboo"":""belion"",""app_rate"":2.0,""rank"":7,""avg_round"":27668,""avg_round_m1"":36216}"
2.7.2,2026-04-21,da,危局强袭,1-3,1 / 3,2.7.2,危局强袭 2.7.2,1-3_combined.json,7,ye-shunguang,ju-fufu,zhao,sprout,叶瞬光,橘福福,照,芽芽,1.96,26603,34247,hf_comps,2.7.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.2/da/comps/1-3_combined.json,7,"{""char_one"":""ye-shunguang"",""char_two"":""ju-fufu"",""char_three"":""zhao"",""bangboo"":""sprout"",""app_rate"":1.96,""rank"":7,""avg_round"":26603,""avg_round_m1"":34247}"
2.8.2,2026-06-02,da,危局强袭,1-3,1 / 3,2.8.2,危局强袭 2.8.2,1-3_combined.json,7,ye-shunguang,zhao,astra-yao,sprout,叶瞬光,照,耀嘉音,芽芽,1.73,20026,26317,hf_comps,2.8.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/da/comps/1-3_combined.json,7,"{""char_one"":""ye-shunguang"",""char_two"":""zhao"",""char_three"":""astra-yao"",""bangboo"":""sprout"",""app_rate"":1.73,""rank"":7,""avg_round"":20026,""avg_round_m1"":26317}"
2.7.1,2026-03-31,da,危局强袭,1-3,1 / 3,2.7.1,危局强袭 2.7.1,1-3_combined.json,8,ye-shunguang,zhao,astra-yao,sprout,叶瞬光,照,耀嘉音,芽芽,2.9,24737,32957,hf_comps,2.7.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.1/da/comps/1-3_combined.json,8,"{""char_one"":""ye-shunguang"",""char_two"":""zhao"",""char_three"":""astra-yao"",""bangboo"":""sprout"",""app_rate"":2.9,""rank"":8,""avg_round"":24737,""avg_round_m1"":32957}"
2.6.2,2026-03-10,da,危局强袭,1-3,1 / 3,2.6.2,危局强袭 2.6.2,1-3_combined.json,8,banyue,dialyn,lucia,birkblick,般岳,琉音,卢西娅,比克布利克,2.65,32932,39578,hf_comps,2.6.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/da/comps/1-3_combined.json,8,"{""char_one"":""banyue"",""char_two"":""dialyn"",""char_three"":""lucia"",""bangboo"":""birkblick"",""app_rate"":2.65,""rank"":8,""avg_round"":32932,""avg_round_m1"":39578}"
2.6.1,2026-02-17,da,危局强袭,1-3,1 / 3,2.6.1,危局强袭 2.6.1,1-3_combined.json,8,miyabi,alice,ukinami-yuzuha,miss-esme,星见 雅,爱丽丝·泰姆菲尔德,浮波柚叶,艾丝弥小姐,2.62,29804,37100,hf_comps,2.6.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/da/comps/1-3_combined.json,8,"{""char_one"":""miyabi"",""char_two"":""alice"",""char_three"":""ukinami-yuzuha"",""bangboo"":""miss-esme"",""app_rate"":2.62,""rank"":8,""avg_round"":29804,""avg_round_m1"":37100}"
2.8.3,2026-06-15,da,危局强袭,1-3,1 / 3,2.8.3,危局强袭 2.8.3,1-3_combined.json,8,yixuan,ju-fufu,lucia,belion,仪玄,橘福福,卢西娅,狮耶,2.35,23302,29730,hf_comps,2.8.3/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.3/da/comps/1-3_combined.json,8,"{""char_one"":""yixuan"",""char_two"":""ju-fufu"",""char_three"":""lucia"",""bangboo"":""belion"",""app_rate"":2.35,""rank"":8,""avg_round"":23302,""avg_round_m1"":29730}"
2.8.1,2026-05-11,da,危局强袭,1-3,1 / 3,2.8.1,危局强袭 2.8.1,1-3_combined.json,8,cissia,seed,trigger,plugboo,希希芙,「席德」,「扳机」,插头布,2.05,30427,39379,hf_comps,2.8.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.1/da/comps/1-3_combined.json,8,"{""char_one"":""cissia"",""char_two"":""seed"",""char_three"":""trigger"",""bangboo"":""plugboo"",""app_rate"":2.05,""rank"":8,""avg_round"":30427,""avg_round_m1"":39379}"
2.8.2,2026-06-02,da,危局强袭,1-3,1 / 3,2.8.2,危局强袭 2.8.2,1-3_combined.json,8,aria,lycaon,sunna,biggest-fan,爱芮,冯·莱卡恩,千夏,阿饭,1.68,21509,26518,hf_comps,2.8.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/da/comps/1-3_combined.json,8,"{""char_one"":""aria"",""char_two"":""lycaon"",""char_three"":""sunna"",""bangboo"":""biggest-fan"",""app_rate"":1.68,""rank"":8,""avg_round"":21509,""avg_round_m1"":26518}"
2.7.2,2026-04-21,da,危局强袭,1-3,1 / 3,2.7.2,危局强袭 2.7.2,1-3_combined.json,8,yidhari,lycaon,lucia,miss-esme,伊德海莉·墨菲,冯·莱卡恩,卢西娅,艾丝弥小姐,1.47,26644,30756,hf_comps,2.7.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.2/da/comps/1-3_combined.json,8,"{""char_one"":""yidhari"",""char_two"":""lycaon"",""char_three"":""lucia"",""bangboo"":""miss-esme"",""app_rate"":1.47,""rank"":8,""avg_round"":26644,""avg_round_m1"":30756}"
3.0.1,2026-06-21,da,危局强袭,1-3,1 / 3,3.0.1,危局强袭 3.0.1,1-3_combined.json,8,billy-starlight,ju-fufu,lucia,belion,星徽·比利,橘福福,卢西娅,狮耶,1.44,30283,39917,hf_comps,3.0.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/3.0.1/da/comps/1-3_combined.json,8,"{""char_one"":""billy-starlight"",""char_two"":""ju-fufu"",""char_three"":""lucia"",""bangboo"":""belion"",""app_rate"":1.44,""rank"":8,""avg_round"":30283,""avg_round_m1"":39917}"
2.7.1,2026-03-31,da,危局强袭,1-3,1 / 3,2.7.1,危局强袭 2.7.1,1-3_combined.json,9,miyabi,yanagi,astra-yao,agent-gulliver,星见 雅,月城 柳,耀嘉音,格列佛探员,2.51,23090,27524,hf_comps,2.7.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.1/da/comps/1-3_combined.json,9,"{""char_one"":""miyabi"",""char_two"":""yanagi"",""char_three"":""astra-yao"",""bangboo"":""agent-gulliver"",""app_rate"":2.51,""rank"":9,""avg_round"":23090,""avg_round_m1"":27524}"
2.6.2,2026-03-10,da,危局强袭,1-3,1 / 3,2.6.2,危局强袭 2.6.2,1-3_combined.json,9,yixuan,ju-fufu,pan-yinhu,belion,仪玄,橘福福,潘引壶,狮耶,2.4,23705,28268,hf_comps,2.6.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/da/comps/1-3_combined.json,9,"{""char_one"":""yixuan"",""char_two"":""ju-fufu"",""char_three"":""pan-yinhu"",""bangboo"":""belion"",""app_rate"":2.4,""rank"":9,""avg_round"":23705,""avg_round_m1"":28268}"
2.8.3,2026-06-15,da,危局强袭,1-3,1 / 3,2.8.3,危局强袭 2.8.3,1-3_combined.json,9,ye-shunguang,dialyn,sunna,sprout,叶瞬光,琉音,千夏,芽芽,2.02,34313,42141,hf_comps,2.8.3/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.3/da/comps/1-3_combined.json,9,"{""char_one"":""ye-shunguang"",""char_two"":""dialyn"",""char_three"":""sunna"",""bangboo"":""sprout"",""app_rate"":2.02,""rank"":9,""avg_round"":34313,""avg_round_m1"":42141}"
2.8.2,2026-06-02,da,危局强袭,1-3,1 / 3,2.8.2,危局强袭 2.8.2,1-3_combined.json,9,ye-shunguang,dialyn,zhao,sprout,叶瞬光,琉音,照,芽芽,1.62,22331,27536,hf_comps,2.8.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/da/comps/1-3_combined.json,10,"{""char_one"":""ye-shunguang"",""char_two"":""dialyn"",""char_three"":""zhao"",""bangboo"":""sprout"",""app_rate"":1.62,""rank"":9,""avg_round"":22331,""avg_round_m1"":27536}"
2.8.2,2026-06-02,da,危局强袭,1-3,1 / 3,2.8.2,危局强袭 2.8.2,1-3_combined.json,9,yixuan,trigger,lucia,belion,仪玄,「扳机」,卢西娅,狮耶,1.62,18173,22272,hf_comps,2.8.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/da/comps/1-3_combined.json,9,"{""char_one"":""yixuan"",""char_two"":""trigger"",""char_three"":""lucia"",""bangboo"":""belion"",""app_rate"":1.62,""rank"":9,""avg_round"":18173,""avg_round_m1"":22272}"
2.6.1,2026-02-17,da,危局强袭,1-3,1 / 3,2.6.1,危局强袭 2.6.1,1-3_combined.json,9,miyabi,lycaon,soukaku,sharkboo,星见 雅,冯·莱卡恩,苍角,鲨牙布,1.4,23413,25482,hf_comps,2.6.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/da/comps/1-3_combined.json,9,"{""char_one"":""miyabi"",""char_two"":""lycaon"",""char_three"":""soukaku"",""bangboo"":""sharkboo"",""app_rate"":1.4,""rank"":9,""avg_round"":23413,""avg_round_m1"":25482}"
3.0.1,2026-06-21,da,危局强袭,1-3,1 / 3,3.0.1,危局强袭 3.0.1,1-3_combined.json,9,yidhari,dialyn,lucia,miss-esme,伊德海莉·墨菲,琉音,卢西娅,艾丝弥小姐,1.29,31883,38584,hf_comps,3.0.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/3.0.1/da/comps/1-3_combined.json,9,"{""char_one"":""yidhari"",""char_two"":""dialyn"",""char_three"":""lucia"",""bangboo"":""miss-esme"",""app_rate"":1.29,""rank"":9,""avg_round"":31883,""avg_round_m1"":38584}"
2.8.1,2026-05-11,da,危局强袭,1-3,1 / 3,2.8.1,危局强袭 2.8.1,1-3_combined.json,9,ye-shunguang,trigger,zhao,sprout,叶瞬光,「扳机」,照,芽芽,1.29,24118,31112,hf_comps,2.8.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.1/da/comps/1-3_combined.json,9,"{""char_one"":""ye-shunguang"",""char_two"":""trigger"",""char_three"":""zhao"",""bangboo"":""sprout"",""app_rate"":1.29,""rank"":9,""avg_round"":24118,""avg_round_m1"":31112}"
2.7.2,2026-04-21,da,危局强袭,1-3,1 / 3,2.7.2,危局强袭 2.7.2,1-3_combined.json,9,yidhari,dialyn,lucia,miss-esme,伊德海莉·墨菲,琉音,卢西娅,艾丝弥小姐,1.25,30289,36839,hf_comps,2.7.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.2/da/comps/1-3_combined.json,9,"{""char_one"":""yidhari"",""char_two"":""dialyn"",""char_three"":""lucia"",""bangboo"":""miss-esme"",""app_rate"":1.25,""rank"":9,""avg_round"":30289,""avg_round_m1"":36839}"
2.7.1,2026-03-31,da,危局强袭,1-3,1 / 3,2.7.1,危局强袭 2.7.1,1-3_combined.json,10,miyabi,burnice,ukinami-yuzuha,miss-esme,星见 雅,柏妮思·怀特,浮波柚叶,艾丝弥小姐,2.49,26753,32724,hf_comps,2.7.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.1/da/comps/1-3_combined.json,10,"{""char_one"":""miyabi"",""char_two"":""burnice"",""char_three"":""ukinami-yuzuha"",""bangboo"":""miss-esme"",""app_rate"":2.49,""rank"":10,""avg_round"":26753,""avg_round_m1"":32724}"
2.8.3,2026-06-15,da,危局强袭,1-3,1 / 3,2.8.3,危局强袭 2.8.3,1-3_combined.json,10,yixuan,dialyn,lucia,belion,仪玄,琉音,卢西娅,狮耶,1.78,25406,32680,hf_comps,2.8.3/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.3/da/comps/1-3_combined.json,11,"{""char_one"":""yixuan"",""char_two"":""dialyn"",""char_three"":""lucia"",""bangboo"":""belion"",""app_rate"":1.78,""rank"":10,""avg_round"":25406,""avg_round_m1"":32680}"
2.8.3,2026-06-15,da,危局强袭,1-3,1 / 3,2.8.3,危局强袭 2.8.3,1-3_combined.json,10,anby-demara-soldier-0,orphie-and-magus,astra-yao,mercury,零号·安比,奥菲丝·马格努森 & 「鬼火」,耀嘉音,「墨丘利」,1.78,24818,29616,hf_comps,2.8.3/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.3/da/comps/1-3_combined.json,10,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""orphie-and-magus"",""char_three"":""astra-yao"",""bangboo"":""mercury"",""app_rate"":1.78,""rank"":10,""avg_round"":24818,""avg_round_m1"":29616}"
2.6.2,2026-03-10,da,危局强袭,1-3,1 / 3,2.6.2,危局强袭 2.6.2,1-3_combined.json,10,miyabi,vivian,ukinami-yuzuha,robin,星见 雅,薇薇安·班希,浮波柚叶,罗宾,1.68,20613,21854,hf_comps,2.6.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/da/comps/1-3_combined.json,10,"{""char_one"":""miyabi"",""char_two"":""vivian"",""char_three"":""ukinami-yuzuha"",""bangboo"":""robin"",""app_rate"":1.68,""rank"":10,""avg_round"":20613,""avg_round_m1"":21854}"
2.6.1,2026-02-17,da,危局强袭,1-3,1 / 3,2.6.1,危局强袭 2.6.1,1-3_combined.json,10,miyabi,burnice,astra-yao,snap,星见 雅,柏妮思·怀特,耀嘉音,咔嚓仔,1.26,24755,31610,hf_comps,2.6.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/da/comps/1-3_combined.json,10,"{""char_one"":""miyabi"",""char_two"":""burnice"",""char_three"":""astra-yao"",""bangboo"":""snap"",""app_rate"":1.26,""rank"":10,""avg_round"":24755,""avg_round_m1"":31610}"
2.7.2,2026-04-21,da,危局强袭,1-3,1 / 3,2.7.2,危局强袭 2.7.2,1-3_combined.json,10,miyabi,nangong-yu,ukinami-yuzuha,biggest-fan,星见 雅,南宫羽,浮波柚叶,阿饭,1.18,23018,26103,hf_comps,2.7.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.2/da/comps/1-3_combined.json,10,"{""char_one"":""miyabi"",""char_two"":""nangong-yu"",""char_three"":""ukinami-yuzuha"",""bangboo"":""biggest-fan"",""app_rate"":1.18,""rank"":10,""avg_round"":23018,""avg_round_m1"":26103}"
2.8.1,2026-05-11,da,危局强袭,1-3,1 / 3,2.8.1,危局强袭 2.8.1,1-3_combined.json,10,anby-demara-soldier-0,seed,trigger,mercury,零号·安比,「席德」,「扳机」,「墨丘利」,1.16,23858,27792,hf_comps,2.8.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.1/da/comps/1-3_combined.json,10,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""seed"",""char_three"":""trigger"",""bangboo"":""mercury"",""app_rate"":1.16,""rank"":10,""avg_round"":23858,""avg_round_m1"":27792}"
3.0.1,2026-06-21,da,危局强袭,1-3,1 / 3,3.0.1,危局强袭 3.0.1,1-3_combined.json,10,yidhari,lycaon,lucia,miss-esme,伊德海莉·墨菲,冯·莱卡恩,卢西娅,艾丝弥小姐,1.11,30587,34657,hf_comps,3.0.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/3.0.1/da/comps/1-3_combined.json,10,"{""char_one"":""yidhari"",""char_two"":""lycaon"",""char_three"":""lucia"",""bangboo"":""miss-esme"",""app_rate"":1.11,""rank"":10,""avg_round"":30587,""avg_round_m1"":34657}"
2.7.1,2026-03-31,da,危局强袭,1-3,1 / 3,2.7.1,危局强袭 2.7.1,1-3_combined.json,11,miyabi,lycaon,soukaku,sharkboo,星见 雅,冯·莱卡恩,苍角,鲨牙布,2.19,24899,27324,hf_comps,2.7.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.1/da/comps/1-3_combined.json,11,"{""char_one"":""miyabi"",""char_two"":""lycaon"",""char_three"":""soukaku"",""bangboo"":""sharkboo"",""app_rate"":2.19,""rank"":11,""avg_round"":24899,""avg_round_m1"":27324}"
2.6.2,2026-03-10,da,危局强袭,1-3,1 / 3,2.6.2,危局强袭 2.6.2,1-3_combined.json,11,yixuan,trigger,lucia,belion,仪玄,「扳机」,卢西娅,狮耶,1.25,27817,35316,hf_comps,2.6.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/da/comps/1-3_combined.json,11,"{""char_one"":""yixuan"",""char_two"":""trigger"",""char_three"":""lucia"",""bangboo"":""belion"",""app_rate"":1.25,""rank"":11,""avg_round"":27817,""avg_round_m1"":35316}"
2.8.2,2026-06-02,da,危局强袭,1-3,1 / 3,2.8.2,危局强袭 2.8.2,1-3_combined.json,11,alice,nangong-yu,ukinami-yuzuha,miss-esme,爱丽丝·泰姆菲尔德,南宫羽,浮波柚叶,艾丝弥小姐,1.24,23860,33206,hf_comps,2.8.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/da/comps/1-3_combined.json,11,"{""char_one"":""alice"",""char_two"":""nangong-yu"",""char_three"":""ukinami-yuzuha"",""bangboo"":""miss-esme"",""app_rate"":1.24,""rank"":11,""avg_round"":23860,""avg_round_m1"":33206}"
2.6.1,2026-02-17,da,危局强袭,1-3,1 / 3,2.6.1,危局强袭 2.6.1,1-3_combined.json,11,jane-doe,vivian,ukinami-yuzuha,robin,简·杜,薇薇安·班希,浮波柚叶,罗宾,1.18,25314,36515,hf_comps,2.6.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/da/comps/1-3_combined.json,11,"{""char_one"":""jane-doe"",""char_two"":""vivian"",""char_three"":""ukinami-yuzuha"",""bangboo"":""robin"",""app_rate"":1.18,""rank"":11,""avg_round"":25314,""avg_round_m1"":36515}"
2.8.1,2026-05-11,da,危局强袭,1-3,1 / 3,2.8.1,危局强袭 2.8.1,1-3_combined.json,11,orphie-and-magus,seed,trigger,mercury,奥菲丝·马格努森 & 「鬼火」,「席德」,「扳机」,「墨丘利」,1.11,25660,31566,hf_comps,2.8.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.1/da/comps/1-3_combined.json,11,"{""char_one"":""orphie-and-magus"",""char_two"":""seed"",""char_three"":""trigger"",""bangboo"":""mercury"",""app_rate"":1.11,""rank"":11,""avg_round"":25660,""avg_round_m1"":31566}"
3.0.1,2026-06-21,da,危局强袭,1-3,1 / 3,3.0.1,危局强袭 3.0.1,1-3_combined.json,11,ye-shunguang,trigger,zhao,sprout,叶瞬光,「扳机」,照,芽芽,1.02,22672,28642,hf_comps,3.0.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/3.0.1/da/comps/1-3_combined.json,11,"{""char_one"":""ye-shunguang"",""char_two"":""trigger"",""char_three"":""zhao"",""bangboo"":""sprout"",""app_rate"":1.02,""rank"":11,""avg_round"":22672,""avg_round_m1"":28642}"
2.7.2,2026-04-21,da,危局强袭,1-3,1 / 3,2.7.2,危局强袭 2.7.2,1-3_combined.json,11,ye-shunguang,trigger,zhao,sprout,叶瞬光,「扳机」,照,芽芽,0.91,23085,29666,hf_comps,2.7.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.2/da/comps/1-3_combined.json,11,"{""char_one"":""ye-shunguang"",""char_two"":""trigger"",""char_three"":""zhao"",""bangboo"":""sprout"",""app_rate"":0.91,""rank"":11,""avg_round"":23085,""avg_round_m1"":29666}"
2.7.1,2026-03-31,da,危局强袭,1-3,1 / 3,2.7.1,危局强袭 2.7.1,1-3_combined.json,12,yixuan,ju-fufu,lucia,belion,仪玄,橘福福,卢西娅,狮耶,1.84,32524,41683,hf_comps,2.7.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.1/da/comps/1-3_combined.json,12,"{""char_one"":""yixuan"",""char_two"":""ju-fufu"",""char_three"":""lucia"",""bangboo"":""belion"",""app_rate"":1.84,""rank"":12,""avg_round"":32524,""avg_round_m1"":41683}"
2.8.3,2026-06-15,da,危局强袭,1-3,1 / 3,2.8.3,危局强袭 2.8.3,1-3_combined.json,12,seed,orphie-and-magus,trigger,mercury,「席德」,奥菲丝·马格努森 & 「鬼火」,「扳机」,「墨丘利」,1.66,24728,30394,hf_comps,2.8.3/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.3/da/comps/1-3_combined.json,12,"{""char_one"":""seed"",""char_two"":""orphie-and-magus"",""char_three"":""trigger"",""bangboo"":""mercury"",""app_rate"":1.66,""rank"":12,""avg_round"":24728,""avg_round_m1"":30394}"
2.8.2,2026-06-02,da,危局强袭,1-3,1 / 3,2.8.2,危局强袭 2.8.2,1-3_combined.json,12,yixuan,lucia,astra-yao,belion,仪玄,卢西娅,耀嘉音,狮耶,1.18,16220,21742,hf_comps,2.8.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/da/comps/1-3_combined.json,12,"{""char_one"":""yixuan"",""char_two"":""lucia"",""char_three"":""astra-yao"",""bangboo"":""belion"",""app_rate"":1.18,""rank"":12,""avg_round"":16220,""avg_round_m1"":21742}"
2.6.2,2026-03-10,da,危局强袭,1-3,1 / 3,2.6.2,危局强袭 2.6.2,1-3_combined.json,12,manato,dialyn,lucia,miss-esme,狛野真斗,琉音,卢西娅,艾丝弥小姐,1.12,24829,29559,hf_comps,2.6.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/da/comps/1-3_combined.json,12,"{""char_one"":""manato"",""char_two"":""dialyn"",""char_three"":""lucia"",""bangboo"":""miss-esme"",""app_rate"":1.12,""rank"":12,""avg_round"":24829,""avg_round_m1"":29559}"
2.6.1,2026-02-17,da,危局强袭,1-3,1 / 3,2.6.1,危局强袭 2.6.1,1-3_combined.json,12,miyabi,nicole-demara,astra-yao,resonaboo,星见 雅,妮可·德玛拉,耀嘉音,共鸣布,1.0,23415,32447,hf_comps,2.6.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/da/comps/1-3_combined.json,12,"{""char_one"":""miyabi"",""char_two"":""nicole-demara"",""char_three"":""astra-yao"",""bangboo"":""resonaboo"",""app_rate"":1.0,""rank"":12,""avg_round"":23415,""avg_round_m1"":32447}"
2.8.1,2026-05-11,da,危局强袭,1-3,1 / 3,2.8.1,危局强袭 2.8.1,1-3_combined.json,12,anby-demara-soldier-0,seed,astra-yao,mercury,零号·安比,「席德」,耀嘉音,「墨丘利」,0.99,25865,31066,hf_comps,2.8.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.1/da/comps/1-3_combined.json,12,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""seed"",""char_three"":""astra-yao"",""bangboo"":""mercury"",""app_rate"":0.99,""rank"":12,""avg_round"":25865,""avg_round_m1"":31066}"
3.0.1,2026-06-21,da,危局强袭,1-3,1 / 3,3.0.1,危局强袭 3.0.1,1-3_combined.json,12,ye-shunguang,ju-fufu,zhao,sprout,叶瞬光,橘福福,照,芽芽,0.81,25978,32854,hf_comps,3.0.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/3.0.1/da/comps/1-3_combined.json,12,"{""char_one"":""ye-shunguang"",""char_two"":""ju-fufu"",""char_three"":""zhao"",""bangboo"":""sprout"",""app_rate"":0.81,""rank"":12,""avg_round"":25978,""avg_round_m1"":32854}"
2.7.2,2026-04-21,da,危局强袭,1-3,1 / 3,2.7.2,危局强袭 2.7.2,1-3_combined.json,12,ye-shunguang,dialyn,astra-yao,sprout,叶瞬光,琉音,耀嘉音,芽芽,0.78,30900,42174,hf_comps,2.7.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.2/da/comps/1-3_combined.json,13,"{""char_one"":""ye-shunguang"",""char_two"":""dialyn"",""char_three"":""astra-yao"",""bangboo"":""sprout"",""app_rate"":0.78,""rank"":12,""avg_round"":30900,""avg_round_m1"":42174}"
2.7.2,2026-04-21,da,危局强袭,1-3,1 / 3,2.7.2,危局强袭 2.7.2,1-3_combined.json,12,ye-shunguang,zhao,caesar,sprout,叶瞬光,照,凯撒·金,芽芽,0.78,25046,34030,hf_comps,2.7.2/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.2/da/comps/1-3_combined.json,12,"{""char_one"":""ye-shunguang"",""char_two"":""zhao"",""char_three"":""caesar"",""bangboo"":""sprout"",""app_rate"":0.78,""rank"":12,""avg_round"":25046,""avg_round_m1"":34030}"
2.7.1,2026-03-31,da,危局强袭,1-3,1 / 3,2.7.1,危局强袭 2.7.1,1-3_combined.json,13,miyabi,burnice,astra-yao,snap,星见 雅,柏妮思·怀特,耀嘉音,咔嚓仔,1.62,25359,30992,hf_comps,2.7.1/da/comps/1-3_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.7.1/da/comps/1-3_combined.json,13,"{""char_one"":""miyabi"",""char_two"":""burnice"",""char_three"":""astra-yao"",""bangboo"":""snap"",""app_rate"":1.62,""rank"":13,""avg_round"":25359,""avg_round_m1"":30992}"
