snapshot_id,collect_date,mode,mode_cn,sub_mode,sub_mode_cn,phase_ver,phase_name,scope,rank,char_1_slug,char_2_slug,char_3_slug,bangboo_slug,char_1_name_cn,char_2_name_cn,char_3_name_cn,bangboo_name_cn,app_rate,avg_score,avg_score_m1,source_kind,source_file,source_url,raw_index,raw_json
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,piper,ukinami-yuzuha,sunna,red-moccus,派派·韦尔,浮波柚叶,千夏,赤红莫库斯,0.02,27924,29296,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,109,"{""char_one"":""piper"",""char_two"":""ukinami-yuzuha"",""char_three"":""sunna"",""bangboo"":""red-moccus"",""app_rate"":0.02,""rank"":95,""avg_round"":27924,""avg_round_m1"":29296}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,alice,burnice,sunna,bangvolver,爱丽丝·泰姆菲尔德,柏妮思·怀特,千夏,左轮布,0.02,27718,0,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,99,"{""char_one"":""alice"",""char_two"":""burnice"",""char_three"":""sunna"",""bangboo"":""bangvolver"",""app_rate"":0.02,""rank"":95,""avg_round"":27718,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,miyabi,nicole-demara,astra-yao,snap,星见 雅,妮可·德玛拉,耀嘉音,咔嚓仔,0.02,27656,29501,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,110,"{""char_one"":""miyabi"",""char_two"":""nicole-demara"",""char_three"":""astra-yao"",""bangboo"":""snap"",""app_rate"":0.02,""rank"":95,""avg_round"":27656,""avg_round_m1"":29501}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,miyabi,burnice,astra-yao,snap,星见 雅,柏妮思·怀特,耀嘉音,咔嚓仔,0.02,27473,28298,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,122,"{""char_one"":""miyabi"",""char_two"":""burnice"",""char_three"":""astra-yao"",""bangboo"":""snap"",""app_rate"":0.02,""rank"":95,""avg_round"":27473,""avg_round_m1"":28298}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,evelyn,seed,astra-yao,snap,伊芙琳·舒瓦利耶,「席德」,耀嘉音,咔嚓仔,0.02,27470,0,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,119,"{""char_one"":""evelyn"",""char_two"":""seed"",""char_three"":""astra-yao"",""bangboo"":""snap"",""app_rate"":0.02,""rank"":95,""avg_round"":27470,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,miyabi,piper,ukinami-yuzuha,bangvolver,星见 雅,派派·韦尔,浮波柚叶,左轮布,0.02,27437,29326,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,106,"{""char_one"":""miyabi"",""char_two"":""piper"",""char_three"":""ukinami-yuzuha"",""bangboo"":""bangvolver"",""app_rate"":0.02,""rank"":95,""avg_round"":27437,""avg_round_m1"":29326}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,evelyn,dialyn,sunna,birkblick,伊芙琳·舒瓦利耶,琉音,千夏,比克布利克,0.02,27407,0,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,123,"{""char_one"":""evelyn"",""char_two"":""dialyn"",""char_three"":""sunna"",""bangboo"":""birkblick"",""app_rate"":0.02,""rank"":95,""avg_round"":27407,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,ellen,dialyn,zhao,birkblick,艾莲·乔,琉音,照,比克布利克,0.02,27278,27738,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,117,"{""char_one"":""ellen"",""char_two"":""dialyn"",""char_three"":""zhao"",""bangboo"":""birkblick"",""app_rate"":0.02,""rank"":95,""avg_round"":27278,""avg_round_m1"":27738}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,yidhari,lycaon,lucia,miss-esme,伊德海莉·墨菲,冯·莱卡恩,卢西娅,艾丝弥小姐,0.02,27259,29551,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,120,"{""char_one"":""yidhari"",""char_two"":""lycaon"",""char_three"":""lucia"",""bangboo"":""miss-esme"",""app_rate"":0.02,""rank"":95,""avg_round"":27259,""avg_round_m1"":29551}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,burnice,grace-howard,ukinami-yuzuha,baddieboo,柏妮思·怀特,格莉丝·霍华德,浮波柚叶,不良布,0.02,26986,27627,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,114,"{""char_one"":""burnice"",""char_two"":""grace-howard"",""char_three"":""ukinami-yuzuha"",""bangboo"":""baddieboo"",""app_rate"":0.02,""rank"":95,""avg_round"":26986,""avg_round_m1"":27627}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,anby-demara-soldier-0,dialyn,zhao,birkblick,零号·安比,琉音,照,比克布利克,0.02,26879,30702,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,107,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""dialyn"",""char_three"":""zhao"",""bangboo"":""birkblick"",""app_rate"":0.02,""rank"":95,""avg_round"":26879,""avg_round_m1"":30702}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,anby-demara-soldier-0,dialyn,sunna,plugboo,零号·安比,琉音,千夏,插头布,0.02,26851,0,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,108,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""dialyn"",""char_three"":""sunna"",""bangboo"":""plugboo"",""app_rate"":0.02,""rank"":95,""avg_round"":26851,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,ye-shunguang,qingyi,sunna,sprout,叶瞬光,青衣,千夏,芽芽,0.02,26454,29164,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,112,"{""char_one"":""ye-shunguang"",""char_two"":""qingyi"",""char_three"":""sunna"",""bangboo"":""sprout"",""app_rate"":0.02,""rank"":95,""avg_round"":26454,""avg_round_m1"":29164}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,jane-doe,zhao,ukinami-yuzuha,miss-esme,简·杜,照,浮波柚叶,艾丝弥小姐,0.02,26040,0,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,116,"{""char_one"":""jane-doe"",""char_two"":""zhao"",""char_three"":""ukinami-yuzuha"",""bangboo"":""miss-esme"",""app_rate"":0.02,""rank"":95,""avg_round"":26040,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,miyabi,yanagi,zhao,agent-gulliver,星见 雅,月城 柳,照,格列佛探员,0.02,25938,27108,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,118,"{""char_one"":""miyabi"",""char_two"":""yanagi"",""char_three"":""zhao"",""bangboo"":""agent-gulliver"",""app_rate"":0.02,""rank"":95,""avg_round"":25938,""avg_round_m1"":27108}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,jane-doe,vivian,astra-yao,robin,简·杜,薇薇安·班希,耀嘉音,罗宾,0.02,0,27488,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,96,"{""char_one"":""jane-doe"",""char_two"":""vivian"",""char_three"":""astra-yao"",""bangboo"":""robin"",""app_rate"":0.02,""rank"":95,""avg_round"":0,""avg_round_m1"":27488}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,nekomata,dialyn,astra-yao,birkblick,猫宫 又奈,琉音,耀嘉音,比克布利克,0.02,0,31873,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,97,"{""char_one"":""nekomata"",""char_two"":""dialyn"",""char_three"":""astra-yao"",""bangboo"":""birkblick"",""app_rate"":0.02,""rank"":95,""avg_round"":0,""avg_round_m1"":31873}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,hugo,lighter,dialyn,birkblick,雨果·维拉德,莱特,琉音,比克布利克,0.02,0,33705,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,100,"{""char_one"":""hugo"",""char_two"":""lighter"",""char_three"":""dialyn"",""bangboo"":""birkblick"",""app_rate"":0.02,""rank"":95,""avg_round"":0,""avg_round_m1"":33705}"
2.6.1,2026-02-17,sd,式舆防卫,5-1,5 / 1,2.6.1,式舆防卫 2.6.1,5-1_combined.json,95,miyabi,zhao,astra-yao,sharkboo,星见 雅,照,耀嘉音,鲨牙布,0.02,0,33610,hf_comps,2.6.1/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/5-1_combined.json,121,"{""char_one"":""miyabi"",""char_two"":""zhao"",""char_three"":""astra-yao"",""bangboo"":""sharkboo"",""app_rate"":0.02,""rank"":95,""avg_round"":0,""avg_round_m1"":33610}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,ye-shunguang,zhao,lucia,sprout,叶瞬光,照,卢西娅,芽芽,0.05,32877,0,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,109,"{""char_one"":""ye-shunguang"",""char_two"":""zhao"",""char_three"":""lucia"",""bangboo"":""sprout"",""app_rate"":0.05,""rank"":96,""avg_round"":32877,""avg_round_m1"":0}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,orphie-and-magus,seed,ju-fufu,mercury,奥菲丝·马格努森 & 「鬼火」,「席德」,橘福福,「墨丘利」,0.05,30802,29766,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,105,"{""char_one"":""orphie-and-magus"",""char_two"":""seed"",""char_three"":""ju-fufu"",""bangboo"":""mercury"",""app_rate"":0.05,""rank"":96,""avg_round"":30802,""avg_round_m1"":29766}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,jane-doe,burnice,ukinami-yuzuha,luckyboo,简·杜,柏妮思·怀特,浮波柚叶,招财布,0.05,29320,28597,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,100,"{""char_one"":""jane-doe"",""char_two"":""burnice"",""char_three"":""ukinami-yuzuha"",""bangboo"":""luckyboo"",""app_rate"":0.05,""rank"":96,""avg_round"":29320,""avg_round_m1"":28597}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,yixuan,dialyn,lucia,belion,仪玄,琉音,卢西娅,狮耶,0.05,28210,31454,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,106,"{""char_one"":""yixuan"",""char_two"":""dialyn"",""char_three"":""lucia"",""bangboo"":""belion"",""app_rate"":0.05,""rank"":96,""avg_round"":28210,""avg_round_m1"":31454}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,corin,dialyn,astra-yao,birkblick,可琳·威克斯,琉音,耀嘉音,比克布利克,0.05,27922,28588,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,101,"{""char_one"":""corin"",""char_two"":""dialyn"",""char_three"":""astra-yao"",""bangboo"":""birkblick"",""app_rate"":0.05,""rank"":96,""avg_round"":27922,""avg_round_m1"":28588}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,anby-demara-soldier-0,seed,sunna,plugboo,零号·安比,「席德」,千夏,插头布,0.05,27902,0,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,108,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""seed"",""char_three"":""sunna"",""bangboo"":""plugboo"",""app_rate"":0.05,""rank"":96,""avg_round"":27902,""avg_round_m1"":0}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,anby-demara-soldier-0,seed,dialyn,mercury,零号·安比,「席德」,琉音,「墨丘利」,0.05,27807,33310,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,96,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""seed"",""char_three"":""dialyn"",""bangboo"":""mercury"",""app_rate"":0.05,""rank"":96,""avg_round"":27807,""avg_round_m1"":33310}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,miyabi,yanagi,trigger,agent-gulliver,星见 雅,月城 柳,「扳机」,格列佛探员,0.05,27539,29263,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,110,"{""char_one"":""miyabi"",""char_two"":""yanagi"",""char_three"":""trigger"",""bangboo"":""agent-gulliver"",""app_rate"":0.05,""rank"":96,""avg_round"":27539,""avg_round_m1"":29263}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,yidhari,dialyn,lucia,sharkboo,伊德海莉·墨菲,琉音,卢西娅,鲨牙布,0.05,27179,32398,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,97,"{""char_one"":""yidhari"",""char_two"":""dialyn"",""char_three"":""lucia"",""bangboo"":""sharkboo"",""app_rate"":0.05,""rank"":96,""avg_round"":27179,""avg_round_m1"":32398}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,miyabi,soukaku,astra-yao,sharkboo,星见 雅,苍角,耀嘉音,鲨牙布,0.05,26981,29378,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,99,"{""char_one"":""miyabi"",""char_two"":""soukaku"",""char_three"":""astra-yao"",""bangboo"":""sharkboo"",""app_rate"":0.05,""rank"":96,""avg_round"":26981,""avg_round_m1"":29378}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,harumasa,dialyn,zhao,birkblick,浅羽 悠真,琉音,照,比克布利克,0.05,26865,34903,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,107,"{""char_one"":""harumasa"",""char_two"":""dialyn"",""char_three"":""zhao"",""bangboo"":""birkblick"",""app_rate"":0.05,""rank"":96,""avg_round"":26865,""avg_round_m1"":34903}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,harumasa,dialyn,nicole-demara,birkblick,浅羽 悠真,琉音,妮可·德玛拉,比克布利克,0.05,26598,27422,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,98,"{""char_one"":""harumasa"",""char_two"":""dialyn"",""char_three"":""nicole-demara"",""bangboo"":""birkblick"",""app_rate"":0.05,""rank"":96,""avg_round"":26598,""avg_round_m1"":27422}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,alice,grace-howard,ukinami-yuzuha,miss-esme,爱丽丝·泰姆菲尔德,格莉丝·霍华德,浮波柚叶,艾丝弥小姐,0.05,26560,37403,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,102,"{""char_one"":""alice"",""char_two"":""grace-howard"",""char_three"":""ukinami-yuzuha"",""bangboo"":""miss-esme"",""app_rate"":0.05,""rank"":96,""avg_round"":26560,""avg_round_m1"":37403}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,anby-demara-soldier-0,qingyi,astra-yao,plugboo,零号·安比,青衣,耀嘉音,插头布,0.05,25282,27982,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,103,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""qingyi"",""char_three"":""astra-yao"",""bangboo"":""plugboo"",""app_rate"":0.05,""rank"":96,""avg_round"":25282,""avg_round_m1"":27982}"
2.6.2,2026-03-10,sd,式舆防卫,5-1,5 / 1,2.6.3,式舆防卫 2.6.3,5-1_combined.json,96,miyabi,trigger,astra-yao,snap,星见 雅,「扳机」,耀嘉音,咔嚓仔,0.05,0,33338,hf_comps,2.6.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.2/sd/comps/5-1_combined.json,104,"{""char_one"":""miyabi"",""char_two"":""trigger"",""char_three"":""astra-yao"",""bangboo"":""snap"",""app_rate"":0.05,""rank"":96,""avg_round"":0,""avg_round_m1"":33338}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,yixuan,ju-fufu,dialyn,belion,仪玄,橘福福,琉音,狮耶,0.03,30999,31977,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,111,"{""char_one"":""yixuan"",""char_two"":""ju-fufu"",""char_three"":""dialyn"",""bangboo"":""belion"",""app_rate"":0.03,""rank"":102,""avg_round"":30999,""avg_round_m1"":31977}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,banyue,lighter,lucia,rocketboo,般岳,莱特,卢西娅,飚速布,0.03,29901,26678,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,122,"{""char_one"":""banyue"",""char_two"":""lighter"",""char_three"":""lucia"",""bangboo"":""rocketboo"",""app_rate"":0.03,""rank"":102,""avg_round"":29901,""avg_round_m1"":26678}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,soldier-11,lighter,sunna,rocketboo,「11号」,莱特,千夏,飚速布,0.03,29531,26618,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,115,"{""char_one"":""soldier-11"",""char_two"":""lighter"",""char_three"":""sunna"",""bangboo"":""rocketboo"",""app_rate"":0.03,""rank"":102,""avg_round"":29531,""avg_round_m1"":26618}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,evelyn,dialyn,sunna,birkblick,伊芙琳·舒瓦利耶,琉音,千夏,比克布利克,0.03,28978,0,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,128,"{""char_one"":""evelyn"",""char_two"":""dialyn"",""char_three"":""sunna"",""bangboo"":""birkblick"",""app_rate"":0.03,""rank"":102,""avg_round"":28978,""avg_round_m1"":0}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,ye-shunguang,zhao,ukinami-yuzuha,sprout,叶瞬光,照,浮波柚叶,芽芽,0.03,28748,0,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,117,"{""char_one"":""ye-shunguang"",""char_two"":""zhao"",""char_three"":""ukinami-yuzuha"",""bangboo"":""sprout"",""app_rate"":0.03,""rank"":102,""avg_round"":28748,""avg_round_m1"":0}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,ye-shunguang,trigger,sunna,sprout,叶瞬光,「扳机」,千夏,芽芽,0.03,28664,33830,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,105,"{""char_one"":""ye-shunguang"",""char_two"":""trigger"",""char_three"":""sunna"",""bangboo"":""sprout"",""app_rate"":0.03,""rank"":102,""avg_round"":28664,""avg_round_m1"":33830}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,alice,ukinami-yuzuha,nicole-demara,luckyboo,爱丽丝·泰姆菲尔德,浮波柚叶,妮可·德玛拉,招财布,0.03,27722,0,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,121,"{""char_one"":""alice"",""char_two"":""ukinami-yuzuha"",""char_three"":""nicole-demara"",""bangboo"":""luckyboo"",""app_rate"":0.03,""rank"":102,""avg_round"":27722,""avg_round_m1"":0}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,banyue,trigger,lucia,birkblick,般岳,「扳机」,卢西娅,比克布利克,0.03,27000,39614,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,108,"{""char_one"":""banyue"",""char_two"":""trigger"",""char_three"":""lucia"",""bangboo"":""birkblick"",""app_rate"":0.03,""rank"":102,""avg_round"":27000,""avg_round_m1"":39614}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,alice,ukinami-yuzuha,caesar,miss-esme,爱丽丝·泰姆菲尔德,浮波柚叶,凯撒·金,艾丝弥小姐,0.03,26972,0,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,114,"{""char_one"":""alice"",""char_two"":""ukinami-yuzuha"",""char_three"":""caesar"",""bangboo"":""miss-esme"",""app_rate"":0.03,""rank"":102,""avg_round"":26972,""avg_round_m1"":0}"
2.8.2,2026-06-02,sd,式舆防卫,5-1,5 / 1,2.8.2,式舆防卫 2.8.2,5-1_combined.json,102,yidhari,pan-yinhu,lucia,miss-esme,伊德海莉·墨菲,潘引壶,卢西娅,艾丝弥小姐,0.03,26661,0,hf_comps,2.8.2/sd/comps/5-1_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.8.2/sd/comps/5-1_combined.json,107,"{""char_one"":""yidhari"",""char_two"":""pan-yinhu"",""char_three"":""lucia"",""bangboo"":""miss-esme"",""app_rate"":0.03,""rank"":102,""avg_round"":26661,""avg_round_m1"":0}"
